date,VendorID,count,type,holiday,Max_Temp,Min_Temp,Rain_in,Snow&Hail_in,obs_time_ Snow&Hail_in
2017-03-27,1,6314,gc,False,53,37,0.26,0.0,0.0
2017-03-27,2,23867,gc,False,53,37,0.26,0.0,0.0
2017-03-28,1,7094,gc,False,46,41,0.72,0.0,0.0
2017-03-28,2,26953,gc,False,46,41,0.72,0.0,0.0
2017-03-29,1,6705,gc,False,60,42,0.0,0.0,0.0
2017-03-29,2,26175,gc,False,60,42,0.0,0.0,0.0
2017-03-30,1,7377,gc,False,52,38,0.01,0.0,0.0
2017-03-30,2,29015,gc,False,52,38,0.01,0.0,0.0
2017-03-31,1,9516,gc,False,43,37,1.51,0.0,0.0
2017-03-31,2,36944,gc,False,43,37,1.51,0.0,0.0
2019-06-01,1,2946,gc,False,80,63,0.0,0.0,0.0
2019-06-01,2,15489,gc,False,80,63,0.0,0.0,0.0
2019-06-02,1,2525,gc,False,81,61,0.86,0.0,0.0
2019-06-02,2,13507,gc,False,81,61,0.86,0.0,0.0
2019-06-03,1,2601,gc,False,70,58,0.0,0.0,0.0
2019-06-03,2,13741,gc,False,70,58,0.0,0.0,0.0
2019-06-04,1,2039,gc,False,70,54,0.0,0.0,0.0
2019-06-04,2,10376,gc,False,70,54,0.0,0.0,0.0
2019-06-05,1,2385,gc,False,81,64,0.001,0.0,0.0
2019-06-05,2,13604,gc,False,81,64,0.001,0.0,0.0
2019-06-06,1,2749,gc,False,83,68,0.04,0.0,0.0
2019-06-06,2,15230,gc,False,83,68,0.04,0.0,0.0
2019-06-07,1,2811,gc,False,81,66,0.0,0.0,0.0
2019-06-07,2,16325,gc,False,81,66,0.0,0.0,0.0
2019-06-08,1,2636,gc,False,81,63,0.0,0.0,0.0
2019-06-08,2,15381,gc,False,81,63,0.0,0.0,0.0
2019-06-09,1,2357,gc,False,78,60,0.0,0.0,0.0
2019-06-09,2,12945,gc,False,78,60,0.0,0.0,0.0
2019-06-10,1,2476,gc,False,70,60,0.62,0.0,0.0
2019-06-10,2,13728,gc,False,70,60,0.62,0.0,0.0
2019-06-11,1,2387,gc,False,77,63,0.45,0.0,0.0
2019-06-11,2,13799,gc,False,77,63,0.45,0.0,0.0
2019-06-12,1,2572,gc,False,74,59,0.0,0.0,0.0
2019-06-12,2,14686,gc,False,74,59,0.0,0.0,0.0
2019-06-13,1,2719,gc,False,65,55,0.6,0.0,0.0
2019-06-13,2,15770,gc,False,65,55,0.6,0.0,0.0
2019-06-14,1,2844,gc,False,73,58,0.0,0.0,0.0
2019-06-14,2,15982,gc,False,73,58,0.0,0.0,0.0
2019-06-15,1,2642,gc,False,81,60,0.0,0.0,0.0
2019-06-15,2,15613,gc,False,81,60,0.0,0.0,0.0
2019-06-16,1,2293,gc,False,80,65,0.04,0.0,0.0
2019-06-16,2,12759,gc,False,80,65,0.04,0.0,0.0
2019-06-17,1,2513,gc,False,76,69,0.001,0.0,0.0
2019-06-17,2,13444,gc,False,76,69,0.001,0.0,0.0
2019-06-18,1,2597,gc,False,73,67,0.79,0.0,0.0
2019-06-18,2,14156,gc,False,73,67,0.79,0.0,0.0
2019-06-19,1,2715,gc,False,71,66,0.11,0.0,0.0
2019-06-19,2,14764,gc,False,71,66,0.11,0.0,0.0
2019-06-20,1,2685,gc,False,78,65,0.42,0.0,0.0
2019-06-20,2,15357,gc,False,78,65,0.42,0.0,0.0
2019-06-21,1,2835,gc,False,77,65,0.53,0.0,0.0
2019-06-21,2,15666,gc,False,77,65,0.53,0.0,0.0
2019-06-22,1,2542,gc,False,79,61,0.0,0.0,0.0
2019-06-22,2,15295,gc,False,79,61,0.0,0.0,0.0
2019-06-23,1,2226,gc,False,83,64,0.0,0.0,0.0
2019-06-23,2,12935,gc,False,83,64,0.0,0.0,0.0
2019-06-24,1,2548,gc,False,84,67,0.0,0.0,0.0
2019-06-24,2,13209,gc,False,84,67,0.0,0.0,0.0
2019-06-25,1,2587,gc,False,84,72,0.86,0.0,0.0
2019-06-25,2,13672,gc,False,84,72,0.86,0.0,0.0
2019-06-26,1,2500,gc,False,87,72,0.0,0.0,0.0
2019-06-26,2,14589,gc,False,87,72,0.0,0.0,0.0
2019-06-27,1,2652,gc,False,89,71,0.0,0.0,0.0
2019-06-27,2,14636,gc,False,89,71,0.0,0.0,0.0
2019-06-28,1,2820,gc,False,89,73,0.0,0.0,0.0
2019-06-28,2,15865,gc,False,89,73,0.0,0.0,0.0
2019-06-29,1,2480,gc,False,91,72,0.08,0.0,0.0
2019-06-29,2,14807,gc,False,91,72,0.08,0.0,0.0
2019-06-30,1,2096,gc,False,83,69,0.06,0.0,0.0
2019-06-30,2,12077,gc,False,83,69,0.06,0.0,0.0
2018-10-01,1,3239,gc,False,76,63,0.0,0.0,0.0
2018-10-01,2,18114,gc,False,76,63,0.0,0.0,0.0
2018-10-02,1,3339,gc,False,77,65,0.69,0.0,0.0
2018-10-02,2,19005,gc,False,77,65,0.69,0.0,0.0
2018-10-03,1,3406,gc,False,74,63,0.0,0.0,0.0
2018-10-03,2,20411,gc,False,74,63,0.0,0.0,0.0
2018-10-04,1,3647,gc,False,76,61,0.04,0.0,0.0
2018-10-04,2,21401,gc,False,76,61,0.04,0.0,0.0
2018-10-05,1,3750,gc,False,71,60,0.0,0.0,0.0
2018-10-05,2,22144,gc,False,71,60,0.0,0.0,0.0
2018-10-06,1,3796,gc,False,68,63,0.0,0.0,0.0
2018-10-06,2,21350,gc,False,68,63,0.0,0.0,0.0
2018-10-07,1,3162,gc,False,79,67,0.0,0.0,0.0
2018-10-07,2,18314,gc,False,79,67,0.0,0.0,0.0
2018-10-08,1,2624,gc,True,74,64,0.0,0.0,0.0
2018-10-08,2,15905,gc,True,74,64,0.0,0.0,0.0
2018-10-09,1,3190,gc,False,77,66,0.001,0.0,0.0
2018-10-09,2,18999,gc,False,77,66,0.001,0.0,0.0
2018-10-10,1,3210,gc,False,80,71,0.0,0.0,0.0
2018-10-10,2,20009,gc,False,80,71,0.0,0.0,0.0
2018-10-11,1,3522,gc,False,77,69,0.84,0.0,0.0
2018-10-11,2,21413,gc,False,77,69,0.84,0.0,0.0
2018-10-12,1,3913,gc,False,68,51,0.43,0.0,0.0
2018-10-12,2,22631,gc,False,68,51,0.43,0.0,0.0
2018-10-13,1,3954,gc,False,55,46,0.1,0.0,0.0
2018-10-13,2,22302,gc,False,55,46,0.1,0.0,0.0
2018-10-14,1,3163,gc,False,58,47,0.0,0.0,0.0
2018-10-14,2,18343,gc,False,58,47,0.0,0.0,0.0
2018-10-15,1,3123,gc,False,68,52,0.05,0.0,0.0
2018-10-15,2,19041,gc,False,68,52,0.05,0.0,0.0
2018-10-16,1,3237,gc,False,60,47,0.01,0.0,0.0
2018-10-16,2,19397,gc,False,60,47,0.01,0.0,0.0
2018-10-17,1,3499,gc,False,61,46,0.0,0.0,0.0
2018-10-17,2,20989,gc,False,61,46,0.0,0.0,0.0
2018-10-18,1,3621,gc,False,50,42,0.0,0.0,0.0
2018-10-18,2,21765,gc,False,50,42,0.0,0.0,0.0
2018-10-19,1,3871,gc,False,60,43,0.0,0.0,0.0
2018-10-19,2,22608,gc,False,60,43,0.0,0.0,0.0
2018-10-20,1,3829,gc,False,62,51,0.06,0.0,0.0
2018-10-20,2,22121,gc,False,62,51,0.06,0.0,0.0
2018-10-21,1,3240,gc,False,51,39,0.001,0.0,0.0
2018-10-21,2,18850,gc,False,51,39,0.001,0.0,0.0
2018-10-22,1,3286,gc,False,50,39,0.0,0.0,0.0
2018-10-22,2,19026,gc,False,50,39,0.0,0.0,0.0
2018-10-23,1,3475,gc,False,63,49,0.001,0.0,0.0
2018-10-23,2,19529,gc,False,63,49,0.001,0.0,0.0
2018-10-24,1,3506,gc,False,54,44,0.0,0.0,0.0
2018-10-24,2,20588,gc,False,54,44,0.0,0.0,0.0
2018-10-25,1,3784,gc,False,51,40,0.0,0.0,0.0
2018-10-25,2,21198,gc,False,51,40,0.0,0.0,0.0
2018-10-26,1,3950,gc,False,50,38,0.001,0.0,0.0
2018-10-26,2,22768,gc,False,50,38,0.001,0.0,0.0
2018-10-27,1,3673,gc,False,51,44,1.27,0.0,0.0
2018-10-27,2,19839,gc,False,51,44,1.27,0.0,0.0
2018-10-28,1,3233,gc,False,52,45,0.07,0.0,0.0
2018-10-28,2,17788,gc,False,52,45,0.07,0.0,0.0
2018-10-29,1,3259,gc,False,56,47,0.03,0.0,0.0
2018-10-29,2,18710,gc,False,56,47,0.03,0.0,0.0
2018-10-30,1,3284,gc,False,55,42,0.0,0.0,0.0
2018-10-30,2,19498,gc,False,55,42,0.0,0.0,0.0
2018-10-31,1,3372,gc,False,64,44,0.0,0.0,0.0
2018-10-31,2,20556,gc,False,64,44,0.0,0.0,0.0
2018-09-01,1,3401,gc,False,78,69,0.0,0.0,0.0
2018-09-01,2,18831,gc,False,78,69,0.0,0.0,0.0
2018-09-02,1,3062,gc,False,81,68,0.0,0.0,0.0
2018-09-02,2,16905,gc,False,81,68,0.0,0.0,0.0
2018-09-03,1,2588,gc,True,90,75,0.0,0.0,0.0
2018-09-03,2,13580,gc,True,90,75,0.0,0.0,0.0
2018-09-04,1,3199,gc,False,92,77,0.0,0.0,0.0
2018-09-04,2,18599,gc,False,92,77,0.0,0.0,0.0
2018-09-05,1,3239,gc,False,89,77,0.0,0.0,0.0
2018-09-05,2,19994,gc,False,89,77,0.0,0.0,0.0
2018-09-06,1,3626,gc,False,93,73,0.36,0.0,0.0
2018-09-06,2,20538,gc,False,93,73,0.36,0.0,0.0
2018-09-07,1,3808,gc,False,75,69,0.001,0.0,0.0
2018-09-07,2,21846,gc,False,75,69,0.001,0.0,0.0
2018-09-08,1,3786,gc,False,71,61,0.02,0.0,0.0
2018-09-08,2,21304,gc,False,71,61,0.02,0.0,0.0
2018-09-09,1,3203,gc,False,62,55,0.45,0.0,0.0
2018-09-09,2,17591,gc,False,62,55,0.45,0.0,0.0
2018-09-10,1,2993,gc,False,64,54,0.93,0.0,0.0
2018-09-10,2,16881,gc,False,64,54,0.93,0.0,0.0
2018-09-11,1,2862,gc,False,74,62,0.02,0.0,0.0
2018-09-11,2,16817,gc,False,74,62,0.02,0.0,0.0
2018-09-12,1,3359,gc,False,77,71,0.15,0.0,0.0
2018-09-12,2,19935,gc,False,77,71,0.15,0.0,0.0
2018-09-13,1,3301,gc,False,76,69,0.13,0.0,0.0
2018-09-13,2,20434,gc,False,76,69,0.13,0.0,0.0
2018-09-14,1,3596,gc,False,75,68,0.001,0.0,0.0
2018-09-14,2,21634,gc,False,75,68,0.001,0.0,0.0
2018-09-15,1,3781,gc,False,80,67,0.0,0.0,0.0
2018-09-15,2,21422,gc,False,80,67,0.0,0.0,0.0
2018-09-16,1,3305,gc,False,84,67,0.0,0.0,0.0
2018-09-16,2,18214,gc,False,84,67,0.0,0.0,0.0
2018-09-17,1,3171,gc,False,79,68,0.01,0.0,0.0
2018-09-17,2,18299,gc,False,79,68,0.01,0.0,0.0
2018-09-18,1,3263,gc,False,79,70,1.19,0.0,0.0
2018-09-18,2,18089,gc,False,79,70,1.19,0.0,0.0
2018-09-19,1,2955,gc,False,81,68,0.001,0.0,0.0
2018-09-19,2,18059,gc,False,81,68,0.001,0.0,0.0
2018-09-20,1,3527,gc,False,72,65,0.0,0.0,0.0
2018-09-20,2,20543,gc,False,72,65,0.0,0.0,0.0
2018-09-21,1,3891,gc,False,72,67,0.0,0.0,0.0
2018-09-21,2,22205,gc,False,72,67,0.0,0.0,0.0
2018-09-22,1,3871,gc,False,74,62,0.0,0.0,0.0
2018-09-22,2,21811,gc,False,74,62,0.0,0.0,0.0
2018-09-23,1,3256,gc,False,66,60,0.001,0.0,0.0
2018-09-23,2,17300,gc,False,66,60,0.001,0.0,0.0
2018-09-24,1,3306,gc,False,69,57,0.0,0.0,0.0
2018-09-24,2,18025,gc,False,69,57,0.0,0.0,0.0
2018-09-25,1,3211,gc,False,73,59,1.95,0.0,0.0
2018-09-25,2,18503,gc,False,73,59,1.95,0.0,0.0
2018-09-26,1,3375,gc,False,82,69,0.21,0.0,0.0
2018-09-26,2,20348,gc,False,82,69,0.21,0.0,0.0
2018-09-27,1,3558,gc,False,72,61,0.001,0.0,0.0
2018-09-27,2,20940,gc,False,72,61,0.001,0.0,0.0
2018-09-28,1,3670,gc,False,65,56,0.77,0.0,0.0
2018-09-28,2,22032,gc,False,65,56,0.77,0.0,0.0
2018-09-29,1,3939,gc,False,72,58,0.0,0.0,0.0
2018-09-29,2,22125,gc,False,72,58,0.0,0.0,0.0
2018-09-30,1,3208,gc,False,70,54,0.0,0.0,0.0
2018-09-30,2,17768,gc,False,70,54,0.0,0.0,0.0
2018-08-01,1,3458,gc,False,84,74,0.1,0.0,0.0
2018-08-01,2,19148,gc,False,84,74,0.1,0.0,0.0
2018-08-02,1,3524,gc,False,86,76,0.51,0.0,0.0
2018-08-02,2,20461,gc,False,86,76,0.51,0.0,0.0
2018-08-03,1,3749,gc,False,85,73,0.24,0.0,0.0
2018-08-03,2,21195,gc,False,85,73,0.24,0.0,0.0
2018-08-04,1,3578,gc,False,84,72,0.74,0.0,0.0
2018-08-04,2,20181,gc,False,84,72,0.74,0.0,0.0
2018-08-05,1,3296,gc,False,91,73,0.0,0.0,0.0
2018-08-05,2,17761,gc,False,91,73,0.0,0.0,0.0
2018-08-06,1,3146,gc,False,92,77,0.0,0.0,0.0
2018-08-06,2,17182,gc,False,92,77,0.0,0.0,0.0
2018-08-07,1,3236,gc,False,90,74,0.05,0.0,0.0
2018-08-07,2,18846,gc,False,90,74,0.05,0.0,0.0
2018-08-08,1,3244,gc,False,90,76,0.0,0.0,0.0
2018-08-08,2,18769,gc,False,90,76,0.0,0.0,0.0
2018-08-09,1,3232,gc,False,86,73,0.61,0.0,0.0
2018-08-09,2,19280,gc,False,86,73,0.61,0.0,0.0
2018-08-10,1,3700,gc,False,86,72,0.001,0.0,0.0
2018-08-10,2,20883,gc,False,86,72,0.001,0.0,0.0
2018-08-11,1,3586,gc,False,80,70,2.9,0.0,0.0
2018-08-11,2,18869,gc,False,80,70,2.9,0.0,0.0
2018-08-12,1,3205,gc,False,84,72,0.001,0.0,0.0
2018-08-12,2,16853,gc,False,84,72,0.001,0.0,0.0
2018-08-13,1,3082,gc,False,75,71,0.66,0.0,0.0
2018-08-13,2,16454,gc,False,75,71,0.66,0.0,0.0
2018-08-14,1,3191,gc,False,82,71,0.79,0.0,0.0
2018-08-14,2,17591,gc,False,82,71,0.79,0.0,0.0
2018-08-15,1,3158,gc,False,86,70,0.0,0.0,0.0
2018-08-15,2,18453,gc,False,86,70,0.0,0.0,0.0
2018-08-16,1,3410,gc,False,88,76,0.0,0.0,0.0
2018-08-16,2,19088,gc,False,88,76,0.0,0.0,0.0
2018-08-17,1,3737,gc,False,87,72,1.04,0.0,0.0
2018-08-17,2,20460,gc,False,87,72,1.04,0.0,0.0
2018-08-18,1,3698,gc,False,85,71,0.07,0.0,0.0
2018-08-18,2,20051,gc,False,85,71,0.07,0.0,0.0
2018-08-19,1,3161,gc,False,72,67,0.02,0.0,0.0
2018-08-19,2,16395,gc,False,72,67,0.02,0.0,0.0
2018-08-20,1,2885,gc,False,74,67,0.001,0.0,0.0
2018-08-20,2,16129,gc,False,74,67,0.001,0.0,0.0
2018-08-21,1,2534,gc,False,79,66,0.11,0.0,0.0
2018-08-21,2,13598,gc,False,79,66,0.11,0.0,0.0
2018-08-22,1,2981,gc,False,82,71,0.72,0.0,0.0
2018-08-22,2,16628,gc,False,82,71,0.72,0.0,0.0
2018-08-23,1,3033,gc,False,77,65,0.001,0.0,0.0
2018-08-23,2,17890,gc,False,77,65,0.001,0.0,0.0
2018-08-24,1,3370,gc,False,82,65,0.0,0.0,0.0
2018-08-24,2,19634,gc,False,82,65,0.0,0.0,0.0
2018-08-25,1,3620,gc,False,80,68,0.0,0.0,0.0
2018-08-25,2,19941,gc,False,80,68,0.0,0.0,0.0
2018-08-26,1,3188,gc,False,83,69,0.0,0.0,0.0
2018-08-26,2,17347,gc,False,83,69,0.0,0.0,0.0
2018-08-27,1,2950,gc,False,88,74,0.0,0.0,0.0
2018-08-27,2,17038,gc,False,88,74,0.0,0.0,0.0
2018-08-28,1,2931,gc,False,94,79,0.0,0.0,0.0
2018-08-28,2,18107,gc,False,94,79,0.0,0.0,0.0
2018-08-29,1,3283,gc,False,92,81,0.0,0.0,0.0
2018-08-29,2,19045,gc,False,92,81,0.0,0.0,0.0
2018-08-30,1,3275,gc,False,90,78,0.0,0.0,0.0
2018-08-30,2,19530,gc,False,90,78,0.0,0.0,0.0
2018-08-31,1,3643,gc,False,78,69,0.03,0.0,0.0
2018-08-31,2,20820,gc,False,78,69,0.03,0.0,0.0
2019-07-01,1,2261,gc,False,85,65,0.0,0.0,0.0
2019-07-01,2,12813,gc,False,85,65,0.0,0.0,0.0
2019-07-02,1,2282,gc,False,85,71,0.02,0.0,0.0
2019-07-02,2,12989,gc,False,85,71,0.02,0.0,0.0
2019-07-03,1,2346,gc,False,87,75,0.001,0.0,0.0
2019-07-03,2,13699,gc,False,87,75,0.001,0.0,0.0
2019-07-04,1,1559,gc,True,90,74,0.0,0.0,0.0
2019-07-04,2,8632,gc,True,90,74,0.0,0.0,0.0
2019-07-05,1,2111,gc,False,86,72,0.0,0.0,0.0
2019-07-05,2,12049,gc,False,86,72,0.0,0.0,0.0
2019-07-06,1,1912,gc,False,90,76,0.001,0.0,0.0
2019-07-06,2,12126,gc,False,90,76,0.001,0.0,0.0
2019-07-07,1,1888,gc,False,86,72,0.0,0.0,0.0
2019-07-07,2,11267,gc,False,86,72,0.0,0.0,0.0
2019-07-08,1,2138,gc,False,78,68,0.04,0.0,0.0
2019-07-08,2,12330,gc,False,78,68,0.04,0.0,0.0
2019-07-09,1,2288,gc,False,87,69,0.0,0.0,0.0
2019-07-09,2,12856,gc,False,87,69,0.0,0.0,0.0
2019-07-10,1,2457,gc,False,88,74,0.0,0.0,0.0
2019-07-10,2,13364,gc,False,88,74,0.0,0.0,0.0
2019-07-11,1,2508,gc,False,87,73,0.79,0.0,0.0
2019-07-11,2,14651,gc,False,87,73,0.79,0.0,0.0
2019-07-12,1,2582,gc,False,87,72,0.0,0.0,0.0
2019-07-12,2,14588,gc,False,87,72,0.0,0.0,0.0
2019-07-13,1,2445,gc,False,85,70,0.0,0.0,0.0
2019-07-13,2,15027,gc,False,85,70,0.0,0.0,0.0
2019-07-14,1,2028,gc,False,89,76,0.0,0.0,0.0
2019-07-14,2,11975,gc,False,89,76,0.0,0.0,0.0
2019-07-15,1,2196,gc,False,85,68,0.0,0.0,0.0
2019-07-15,2,12370,gc,False,85,68,0.0,0.0,0.0
2019-07-16,1,2360,gc,False,91,72,0.0,0.0,0.0
2019-07-16,2,13093,gc,False,91,72,0.0,0.0,0.0
2019-07-17,1,2512,gc,False,93,73,1.82,0.0,0.0
2019-07-17,2,14629,gc,False,93,73,1.82,0.0,0.0
2019-07-18,1,2393,gc,False,79,71,0.51,0.0,0.0
2019-07-18,2,13769,gc,False,79,71,0.51,0.0,0.0
2019-07-19,1,2587,gc,False,91,71,0.0,0.0,0.0
2019-07-19,2,15197,gc,False,91,71,0.0,0.0,0.0
2019-07-20,1,2256,gc,False,95,82,0.0,0.0,0.0
2019-07-20,2,13258,gc,False,95,82,0.0,0.0,0.0
2019-07-21,1,1893,gc,False,95,80,0.001,0.0,0.0
2019-07-21,2,11250,gc,False,95,80,0.001,0.0,0.0
2019-07-22,1,2310,gc,False,90,72,1.66,0.0,0.0
2019-07-22,2,12974,gc,False,90,72,1.66,0.0,0.0
2019-07-23,1,2188,gc,False,74,67,0.53,0.0,0.0
2019-07-23,2,12472,gc,False,74,67,0.53,0.0,0.0
2019-07-24,1,2330,gc,False,83,67,0.02,0.0,0.0
2019-07-24,2,13136,gc,False,83,67,0.02,0.0,0.0
2019-07-25,1,2315,gc,False,84,70,0.0,0.0,0.0
2019-07-25,2,13676,gc,False,84,70,0.0,0.0,0.0
2019-07-26,1,2497,gc,False,88,69,0.0,0.0,0.0
2019-07-26,2,14183,gc,False,88,69,0.0,0.0,0.0
2019-07-27,1,2257,gc,False,85,72,0.0,0.0,0.0
2019-07-27,2,13548,gc,False,85,72,0.0,0.0,0.0
2019-07-28,1,1891,gc,False,88,71,0.01,0.0,0.0
2019-07-28,2,11762,gc,False,88,71,0.01,0.0,0.0
2019-07-29,1,2119,gc,False,90,73,0.0,0.0,0.0
2019-07-29,2,11961,gc,False,90,73,0.0,0.0,0.0
2019-07-30,1,2138,gc,False,92,78,0.01,0.0,0.0
2019-07-30,2,12740,gc,False,92,78,0.01,0.0,0.0
2019-07-31,1,2159,gc,False,87,70,0.36,0.0,0.0
2019-07-31,2,13105,gc,False,87,70,0.36,0.0,0.0
2017-12-01,1,6284,gc,False,52,42,0.0,0.0,0.0
2017-12-01,2,27609,gc,False,52,42,0.0,0.0,0.0
2017-12-02,1,6510,gc,False,48,39,0.0,0.0,0.0
2017-12-02,2,29897,gc,False,48,39,0.0,0.0,0.0
2017-12-03,1,5097,gc,False,48,42,0.0,0.0,0.0
2017-12-03,2,23479,gc,False,48,42,0.0,0.0,0.0
2017-12-04,1,4654,gc,False,51,40,0.0,0.0,0.0
2017-12-04,2,21705,gc,False,51,40,0.0,0.0,0.0
2017-12-05,1,5238,gc,False,61,50,0.75,0.0,0.0
2017-12-05,2,23656,gc,False,61,50,0.75,0.0,0.0
2017-12-06,1,5246,gc,False,59,40,0.0,0.0,0.0
2017-12-06,2,24103,gc,False,59,40,0.0,0.0,0.0
2017-12-07,1,5373,gc,False,44,37,0.0,0.0,0.0
2017-12-07,2,25538,gc,False,44,37,0.0,0.0,0.0
2017-12-08,1,6197,gc,False,39,34,0.0,0.0,0.0
2017-12-08,2,28994,gc,False,39,34,0.0,0.0,0.0
2017-12-09,1,5791,gc,False,35,30,0.46,4.6,0.0
2017-12-09,2,26617,gc,False,35,30,0.46,4.6,0.0
2017-12-10,1,4676,gc,False,39,29,0.0,0.0,3.9
2017-12-10,2,22472,gc,False,39,29,0.0,0.0,3.9
2017-12-11,1,4769,gc,False,41,33,0.0,0.0,2.0
2017-12-11,2,22381,gc,False,41,33,0.0,0.0,2.0
2017-12-12,1,4991,gc,False,50,29,0.001,0.001,0.001
2017-12-12,2,23048,gc,False,50,29,0.001,0.001,0.001
2017-12-13,1,5364,gc,False,31,20,0.0,0.001,0.0
2017-12-13,2,25798,gc,False,31,20,0.0,0.001,0.0
2017-12-14,1,5531,gc,False,32,22,0.09,1.2,1.2
2017-12-14,2,26873,gc,False,32,22,0.09,1.2,1.2
2017-12-15,1,5816,gc,False,28,20,0.11,1.2,1.2
2017-12-15,2,28578,gc,False,28,20,0.11,1.2,1.2
2017-12-16,1,6344,gc,False,39,23,0.0,0.0,2.0
2017-12-16,2,30917,gc,False,39,23,0.0,0.0,2.0
2017-12-17,1,5170,gc,False,38,32,0.0,0.0,1.2
2017-12-17,2,24799,gc,False,38,32,0.0,0.0,1.2
2017-12-18,1,4737,gc,False,47,34,0.02,0.0,0.001
2017-12-18,2,22399,gc,False,47,34,0.02,0.0,0.001
2017-12-19,1,4888,gc,False,55,45,0.0,0.0,0.0
2017-12-19,2,23128,gc,False,55,45,0.0,0.0,0.0
2017-12-20,1,5376,gc,False,51,34,0.0,0.0,0.0
2017-12-20,2,25446,gc,False,51,34,0.0,0.0,0.0
2017-12-21,1,5365,gc,False,39,32,0.0,0.0,0.0
2017-12-21,2,26088,gc,False,39,32,0.0,0.0,0.0
2017-12-22,1,5697,gc,False,50,35,0.0,0.0,0.0
2017-12-22,2,26966,gc,False,50,35,0.0,0.0,0.0
2017-12-23,1,4901,gc,False,48,38,0.49,0.0,0.0
2017-12-23,2,24152,gc,False,48,38,0.49,0.0,0.0
2017-12-24,1,4460,gc,False,41,36,0.01,0.001,0.0
2017-12-24,2,21376,gc,False,41,36,0.01,0.001,0.0
2017-12-25,1,2732,gc,True,38,28,0.23,0.001,0.0
2017-12-25,2,13245,gc,True,38,28,0.23,0.001,0.0
2017-12-26,1,3580,gc,False,28,23,0.0,0.0,0.0
2017-12-26,2,16659,gc,False,28,23,0.0,0.0,0.0
